tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"Das Europäische Parlament soll einen festen Tagungsort haben und selbst über seinen Sitz entscheiden können. Das spart Zeit und Geld im Vergleich zum Parallelbetrieb , so @nicolabeerfdp #wasmireuropabringt #ChancenNutzen 🚀 #EP2019 #Europawahl2019 https://t.co/DOQNqomX93 https://t.co/a7y0NqZRiW",fdp,2019-05-21 20:02:37,64,8,"wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019",nicolabeerfdp,https://t.co/DOQNqomX93,1130926891043631110,tweet
"Um die Klimaveränderungen in Grenzen zu halten, müssen wir auch auf die  organische CO2-Speicherung durch Wald setzen. Wälder sind das  effizienteste &amp; günstigste Mittel, CO2 aus der Luft zu binden.#wasmireuropabringt #ChancenNutzen #EP2019 #Europawahl2019 https://t.co/H4NAD5DHkN",fdp,2019-05-21 19:59:47,59,10,"wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019",,https://t.co/H4NAD5DHkN,1130926178943082496,tweet
"Wir brauchen regionale Landwirte als Landschaftspfleger und Umweltschützer, so @nicolabeerfdp. 🚀🇪🇺#wasmireuropabringt #ChancenNutzen #Europawahl2019",fdp,2019-05-21 19:58:43,34,4,"wasmireuropabringt, ChancenNutzen, Europawahl2019",nicolabeerfdp,,1130925909496795136,tweet
"Die #EU 🇪🇺 ist eine Wertegemeinschaft, nicht nur eine Wirtschaftsgemeinschaft. Aber wir brauchen starken #Mittelstand für Ausbildungs- und Arbeitsplätze. Wir sollten das nicht gegeneinander ausspielen, so @nicolabeerfdp. #EP2019 #ChancenNutzen #wasmireuropabringt #Europawahl2019",fdp,2019-05-21 19:51:54,31,2,"EU, Mittelstand, EP2019, ChancenNutzen, wasmireuropabringt, Europawahl2019",nicolabeerfdp,,1130924194282299394,tweet
"Von der EU profitieren alle: freies Reisen, überall leben, überall sich niederlassen zu können, zu lieben, wie man möchte, so @nicolabeerfdp. #wasmireuropabringt #ChancenNutzen #Europawahl2019
  🇪🇺🚀",fdp,2019-05-21 19:51:17,41,3,"wasmireuropabringt, ChancenNutzen, Europawahl2019",nicolabeerfdp,,1130924040833654785,tweet
"Wir wollen Kerosin durch Brennstoffzellen ersetzen und damit einen Antrieb fürs Fliegen schaffen, der keiner Emissionen hat, so @nicolabeerfdp #wasmireuropabringt #ChancenNutzen 🚀 #EP2019 #Europawahl2019
https://t.co/zrazbVCHB6",fdp,2019-05-21 19:47:53,91,8,"wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019",nicolabeerfdp,https://t.co/zrazbVCHB6,1130923185896120320,tweet
"#Agenda2030: Wir müssen europäisches Geld und europäische Technologien auch in anderen Erdteilen investieren. Denn es gibt kein deutsches #Klima, kein europäisches, sondern ein #Weltklima, so @nicolabeerfdp #wasmireuropabringt #ChancenNutzen #Europawahl2019 #EP2019",fdp,2019-05-21 19:45:12,67,10,"Agenda2030, Klima, Weltklima, wasmireuropabringt, ChancenNutzen, Europawahl2019, EP2019",nicolabeerfdp,,1130922507836510209,tweet
"#Kerosinsteuer ist ökologischer Ablasshandel &amp; macht Verschmutzen lediglich teurer. Wir brauchen stattdessen Zertifikatehandel, der sukzessive  Rechte auf Verschmutzung aus dem Markt nimmt, so @nicolabeerfdp #wasmireuropabringt #ChancenNutzen 🚀 #EP2019 . https://t.co/wfWr3Vms1a https://t.co/EeyM4gIYJK",fdp,2019-05-21 19:42:18,69,23,"Kerosinsteuer, wasmireuropabringt, ChancenNutzen, EP2019",nicolabeerfdp,https://t.co/wfWr3Vms1a,1130921778736488448,tweet
"Niedrigzinspolitik der #EZB fängt nicht Wirtschaft auf, sondern die maroden Staatshaushalte in anderen Mitgliedstaaten. Wir brauchen andere Geisteshaltung und Reformen in den Haushalten, so @nicolabeerfdp. Mehr: https://t.co/6BYUCBDT83 #wasmireuropabringt #ChancenNutzen #EP2019",fdp,2019-05-21 19:34:49,47,12,"EZB, wasmireuropabringt, ChancenNutzen, EP2019",nicolabeerfdp,https://t.co/6BYUCBDT83,1130919897813405697,tweet
"#Fachkräftemangel &amp; hohe #Jugendarbeitslosigkeit, beides steht sich in der EU gegenüber. Wir wollen eine Europ. #Ausbildungsagentur gründen, die jungen Menschen + Arbeitgebern zusammenbringt #wasmireuropabringt #ChancenNutzen 🚀 #EP2019 #Europawahl2019 https://t.co/V3y2WJWYsi https://t.co/7KZg3kLTUc",fdp,2019-05-21 19:29:17,39,7,"Fachkräftemangel, Jugendarbeitslosigkeit, Ausbildungsagentur, wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019",,https://t.co/V3y2WJWYsi,1130918502234243077,tweet
"Wir wollen keine #Transferunion: Sozialpolitik ist und bleibt zu Recht Aufgabe der Mitgliedstaaten, so @nicolabeerfdp bei #wasmireuropabringt. Mehr dazu auf:  https://t.co/YFGMRvNLKr. 🚀 #ChancenNutzen 🇪🇺 #Europawahl2019 #EP2019",fdp,2019-05-21 19:26:21,36,14,"Transferunion, wasmireuropabringt, ChancenNutzen, Europawahl2019, EP2019",nicolabeerfdp,https://t.co/YFGMRvNLKr,1130917765488041984,tweet
"Wir wollen die Anhebung der EU-Schwellenwerte für öffe. Ausschreibungen statt der niedrigen derzeitigen Schwelle, die Kommunen dazu zwingen, bei kleinen Aufträgen EU-weit auszuschreiben. #wasmireuropabringt #ChancenNutzen 🚀 #EP2019 #Europawahl2019
https://t.co/WKDpK9et8u",fdp,2019-05-21 19:16:57,20,3,"wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019",,https://t.co/WKDpK9et8u,1130915401393692673,tweet
"Die EU sollte mehr Augenmerk darauf haben, ob etwas, das sie sich ausdenkt, auch für die Kleinen funktioniert, z.B. für die Familienbetriebe, so @nicolabeerfdp #wasmireuropabringt #ChancenNutzen 🚀 #EP2019 #Europawahl2019
➡️ https://t.co/tY74VOWT6g https://t.co/SvefUALnSv",fdp,2019-05-21 19:14:46,42,8,"wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019",nicolabeerfdp,https://t.co/tY74VOWT6g,1130914852401307658,tweet
"Für mich ist #Europa die Möglichkeit, meine Heimat in FFM mit dem riesigen Raum von Möglichkeiten, andere Menschen &amp; Kulturen kennenzulernen, Krankheiten zu heilen und #Umwelt zu schützen, zu verbinden so @nicolabeerfdp. #wasmireuropabringt #ChancenNutzen #EP2019 #Europawahl2019",fdp,2019-05-21 19:09:07,24,4,"Europa, Umwelt, wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019",nicolabeerfdp,,1130913427524902917,tweet
@Lucca08936022 Hier geht's zu unserem Europawahlprogramm: https://t.co/oY0fmQGRrB,fdp,2019-05-21 18:11:18,0,0,,,https://t.co/oY0fmQGRrB,1130898879325585409,tweet
"@DanielRunge92 Super, vielen Dank! 🚀",fdp,2019-05-21 18:09:06,1,0,,DanielRunge92,,1130898327241990144,tweet
@linuxerred13 @elemob_de Unser Plan für einen effektiven Klimaschutz: https://t.co/2hfNu3apPc,fdp,2019-05-21 18:08:42,1,1,,"linuxerred13, elemob_de",https://t.co/2hfNu3apPc,1130898225525940225,tweet
@Phxl2 Danke! 👍,fdp,2019-05-21 18:07:41,0,0,,Phxl2,,1130897969367142403,tweet
@NormanGebhardt1 @ZDF @nicolabeerfdp @ManfredWeber @katarinabarley @sven_giegold @OezlemADemirel @Joerg_Meuthen Knapp verpasst: Am 14. Mai waren @c_lindner und @nicolabeerfdp in Dresden beim Chancen-Talk.,fdp,2019-05-21 18:06:48,0,0,,"NormanGebhardt1, ZDF, nicolabeerfdp, ManfredWeber, katarinabarley, sven_giegold, OezlemADemirel, Joerg_Meuthen, c_lindner, nicolabeerfdp",,1130897745873723394,tweet
"TV-Tipp: Heute 20:15 Uhr im @ZDF: Wie geht´s, #Europa? 🇪🇺 mit @nicolabeerfdp  
sowie @ManfredWeber, @katarinabarley, @sven_giegold, @OezlemADemirel und @Joerg_Meuthen #wasmireuropabringt #ChancenNutzen 🚀 #EP2019 #Europawahl2019 https://t.co/4B4Z700ui7",fdp,2019-05-21 17:33:47,47,5,"Europa, wasmireuropabringt, ChancenNutzen, EP2019, Europawahl2019","ZDF, nicolabeerfdp, ManfredWeber, katarinabarley, sven_giegold, OezlemADemirel, Joerg_Meuthen",,1130889438744272898,tweet
"Wir müssen darüber reden, wie wir #Migration stärker rechtsstaatlich unter Kontrolle bekommen, so @LindaTeuteberg. #ChancenNutzen #Einwanderung 
#Einwanderungsgesetz: #Asyl #Flucht #Zuwanderung #Rückführung ➡️ https://t.co/dtD75LZY5d https://t.co/3WaY2FGZva",fdp,2019-05-21 15:24:23,64,13,"Migration, ChancenNutzen, Einwanderung, Einwanderungsgesetz, Asyl, Flucht, Zuwanderung, Rückführung",LindaTeuteberg,https://t.co/dtD75LZY5d,1130856873379295232,tweet
"#Klimaschutz ist eine weltweite &amp; branchenübergreifende Aufgabe. CO2-Reduktionsziele für die EU müssen ambitioniert, aber sinnvoll, langfristig verlässlich + mit realistischem Aufwand erreichbar gesetzt werden. #ChancenNutzen 🚀 #EP2019 #Europawahl2019
➡️ https://t.co/wfWr3Vms1a https://t.co/2d2wwpxKJo",fdp,2019-05-21 11:37:01,89,17,"Klimaschutz, ChancenNutzen, EP2019, Europawahl2019",,https://t.co/wfWr3Vms1a,1130799654088654850,tweet
"SPD &amp; Grüne müssen ihr Verhältnis zum Eigentum klären. Statt Eigentümer zu drangsalieren, Anreize schaffen, dass es mehr günstigen Wohnraum gibt. Die Bürger müssen sich darauf verlassen können, dass ihnen der Staat das Erarbeitete nicht einfach wegnimmt. #ChancenNutzen🚀 #EP2019 https://t.co/ykx40nxTha",fdp,2019-05-21 09:14:19,164,33,"ChancenNutzen, EP2019",,,1130763743690780673,tweet
"Jeder bezahlt die eigenen Schulden❗️Eigenverantwortung der Mitgliedstaaten 🇪🇺 bedeutet: Ohne eine Vergemeinschaftung von Schulden auszukommen, etwa in Form von Eurobonds. 👍
 #ChancenNutzen 🚀 #EP2019 #Europawahl2019
Mehr: https://t.co/0Wehi52xR2 https://t.co/zrZTzVLL1e",fdp,2019-05-21 07:12:03,186,30,"ChancenNutzen, EP2019, Europawahl2019",,https://t.co/0Wehi52xR2,1130732972909453312,tweet
"Europa ist für mich die Garantie für Werte, Lebensstil und Wohlstand in einer Welt im Wandel, so @c_lindner. #gipfeltreffeneuropa #chancennutzen #Europawahl2019 #EP2019 https://t.co/OIqlbMYQaC",fdp,2019-05-20 20:35:20,84,10,"gipfeltreffeneuropa, chancennutzen, Europawahl2019, EP2019",c_lindner,,1130572739650162688,tweet
"#Europa bereichert unseren Alltag. Reisen bspw. nach Lissabon sind aber keine Selbstverständlichkeit. Denn wenn die #AfD regiert, haben wir wieder Schlagbäume an der #Grenze - wenn die Linken und Grünen regieren, kein Auto mehr, so @c_lindner. #gipfeltreffeneuropa #chancennutzen",fdp,2019-05-20 20:29:25,149,29,"Europa, AfD, Grenze, gipfeltreffeneuropa, chancennutzen",c_lindner,,1130571250072465409,tweet
Sichere EU-#Außengrenzen sind Voraussetzung für offene #Binnengrenzen. Deshalb die Grenzschutzagentur #Frontex zur EU-Grenzschutzbehörde mit Handlungsbefugnissen und Personal auszubauen. #GipfeltreffenEuropa  #ChancenNutzen 🚀 #EP2019 #Europawahl2019 https://t.co/BCkIFCCKH1 https://t.co/qApHgyosV0,fdp,2019-05-20 20:20:57,38,11,"Außengrenzen, Binnengrenzen, Frontex, GipfeltreffenEuropa, ChancenNutzen, EP2019, Europawahl2019",,https://t.co/BCkIFCCKH1,1130569117092712451,tweet
"Wir wollen Fluchtursachen bekämpfen, beispielsweise indem wir unsere Märkte für Afrikas Waren öffnen, denn Gründe für #Migration sind häufig wirtschaftliche Schwierigkeiten ➡️ https://t.co/OXmYGeA1so. @c_lindner #gipfeltreffeneuropa #ChancenNutzen 🚀 #Europawahl2019 #EP2019",fdp,2019-05-20 20:20:41,41,9,"Migration, gipfeltreffeneuropa, ChancenNutzen, Europawahl2019, EP2019",c_lindner,https://t.co/OXmYGeA1so,1130569051552538625,tweet
"Wir haben ein Interesse an geordneter, qualifizierter #Einwanderung in ein alterndes #Europa 🇪🇺, so @c_lindner. Mehr dazu auf: https://t.co/c4KbJ5WpSB. #gipfeltreffeneuropa #chancennutzen #Europawahl2019 #EP2019",fdp,2019-05-20 20:17:51,27,4,"Einwanderung, Europa, gipfeltreffeneuropa, chancennutzen, Europawahl2019, EP2019",c_lindner,https://t.co/c4KbJ5WpSB,1130568336704757760,tweet
Für die Berechnung zur Verteilung von Flüchtlingen in der Europäischen Union (EU) 🇪🇺 sind Bevölkerungsstärke und Wirtschaftskraft eines Landes maßgeblich. https://t.co/CJGYR02NrA . #GipfeltreffenEuropa #chancennutzen #ep2019 #Europawahl2019,fdp,2019-05-20 20:14:28,15,3,"GipfeltreffenEuropa, chancennutzen, ep2019, Europawahl2019",,https://t.co/CJGYR02NrA,1130567485634293761,tweet
"Wir wollen ein einheitliches europäisches Asyl-, Flüchtlings- und Einwanderungsrecht.  Zu einem geordneten Einwanderungsrecht gehören auch funktionierende Rückführungsregelungen.
https://t.co/Ucyg8MKbuD #GipfeltreffenEuropa #chancennutzen #ep2019 #Europawahl2019",fdp,2019-05-20 20:12:38,37,5,"GipfeltreffenEuropa, chancennutzen, ep2019, Europawahl2019",,https://t.co/Ucyg8MKbuD,1130567024034369540,tweet
@freejsf @c_lindner Klicken Sie doch mal den Link an. ;),fdp,2019-05-20 20:02:01,1,0,,"freejsf, c_lindner",,1130564353760137216,tweet
"Aus der Klimafrage darf nicht eine neue soziale Spaltung werden, so @c_lindner . 🚀🇪🇺 #GipfeltreffenEuropa #ChancenNutzen #EP2019 #Europawahl2019",fdp,2019-05-20 20:00:50,29,3,"GipfeltreffenEuropa, ChancenNutzen, EP2019, Europawahl2019",c_lindner,,1130564056996352000,tweet
"Die Energiewende sollte so teuer wie eine Kugel Eis werden (@JTrittin 2004), jetzt haben wir die teuersten Strompreise Europas, so @c_lindner. #GipfeltreffenEuropa #chancennutzen #ep2019 #Europawahl2019",fdp,2019-05-20 19:59:27,46,13,"GipfeltreffenEuropa, chancennutzen, ep2019, Europawahl2019","JTrittin, c_lindner",,1130563709217234944,tweet
"Die Pariser #Klimaziele wollen wir alle erreichen, aber auf dem Weg dahin brauchen wir #Technologieoffenheit, so @c_lindner beim #gipfeltreffeneuropa. Mehr dazu: https://t.co/RPB2svgO4c #ChancenNutzen #Europawahl2019 #EP2019",fdp,2019-05-20 19:57:49,25,2,"Klimaziele, Technologieoffenheit, gipfeltreffeneuropa, ChancenNutzen, Europawahl2019, EP2019",c_lindner,https://t.co/RPB2svgO4c,1130563298238312449,tweet
Wir setzen uns für innovative Mobilität ein. Dazu gehören neben neuen Antriebsformen auch die Kraftstoffe für Fahrzeuge und Schiffe. Denn fossile Brennstoffe wie Öl neigen sich auf lange Sicht dem Ende zu. https://t.co/zrazbVCHB6 #GipfeltreffenEuropa #ChancenNutzen #EP2019,fdp,2019-05-20 19:53:24,22,5,"GipfeltreffenEuropa, ChancenNutzen, EP2019",,https://t.co/zrazbVCHB6,1130562186949136384,tweet
"#Kerosinsteuer: Wir haben schlechte Erfahrungen mit der #Ökosteuer gemacht: Sie hat viel teurer gemacht, ohne zu helfen. Wir müssen generell über eine #Klimapolitik nachdenken: weg von Verboten &amp; Subventionen hin zu Innovationen &amp; Forschungen, so @c_lindner. #gipfeltreffeneuropa",fdp,2019-05-20 19:53:22,302,38,"Kerosinsteuer, Ökosteuer, Klimapolitik, gipfeltreffeneuropa",c_lindner,,1130562176454930433,tweet
"Wir wollen eine Europäische Ausbildungsagentur (EAA) gründen, welche freie Ausbildungsplätze in anderen EU-Mitgliedstaaten vermittelt.
➡️ https://t.co/V3y2WJWYsi . #GipfeltreffenEuropa #chancennutzen #ep2019 #Europawahl2019",fdp,2019-05-20 19:44:47,26,5,"GipfeltreffenEuropa, chancennutzen, ep2019, Europawahl2019",,https://t.co/V3y2WJWYsi,1130560016304484352,tweet
"In Zeiten, in denen sich in Europa der #Fachkräftemangel  &amp; eine hohe #Jugendarbeitslosigkeit gegenüberstehen, muss 🇪🇺 funktionierende Austauschmöglichkeiten schaffen, die jungen Menschen und Arbeitgebern offenstehen. #GipfeltreffenEuropa #chancennutzen #ep2019 #Europawahl2019 https://t.co/3gJp1khQZf",fdp,2019-05-20 19:43:47,21,8,"Fachkräftemangel, Jugendarbeitslosigkeit, GipfeltreffenEuropa, chancennutzen, ep2019, Europawahl2019",,,1130559763618648064,tweet
"Wir wollen keine Transferzahlungen in andere Staatshaushalte. Dadurch wird #Europa nicht sozialer. Wir brauchen u.a. eine Stärkung des Wettbewerbs und bessere Bildungssysteme, so @c_lindner. #ChancenNutzen #Europawahl2019 #gipfeltreffeneuropa",fdp,2019-05-20 19:43:30,73,14,"Europa, ChancenNutzen, Europawahl2019, gipfeltreffeneuropa",c_lindner,,1130559696002310144,tweet
Arbeitsmarkt- und Sozialpolitik ist und bleibt zu Recht Aufgabe der Mitgliedstaaten. Gerade Sozialpolitik muss so nah an den Menschen gemacht werden wie möglich. Mehr dazu: https://t.co/YFGMRvNLKr #GipfeltreffenEuropa #chancennutzen #ep2019 #Europawahl2019,fdp,2019-05-20 19:33:03,24,2,"GipfeltreffenEuropa, chancennutzen, ep2019, Europawahl2019",,https://t.co/YFGMRvNLKr,1130557063589974018,tweet
"Wir haben in Deutschland 🇩🇪 schon Stress und Kontroversen bei Steuerfragen, Stichwort Mindestlohn oder #Soli – ein paar Dinge müssen in nationaler Verantwortung bleiben, so @c_lindner. #GipfeltreffenEuropa #ChancenNutzen #Europawahl2019",fdp,2019-05-20 19:29:31,47,8,"Soli, GipfeltreffenEuropa, ChancenNutzen, Europawahl2019",c_lindner,,1130556175383240704,tweet
"Unser deutsches #Parteiengesetz ist hinsichtlich Parteienfinanzierung transparenter. Deswegen fordern unsere liberalen Freunde, die @neos_eu, auch ein Parteiengesetz nach deutschem Vorbild, so @c_lindner. #GipfeltreffenEuropa #ChancenNutzen 🚀 #Strache #StracheVideo",fdp,2019-05-20 19:12:02,26,3,"Parteiengesetz, GipfeltreffenEuropa, ChancenNutzen, Strache, StracheVideo","neos_eu, c_lindner",,1130551773205282816,tweet
"Das im privaten und geschützten Raum Aufnahmen gemacht wurden, ist hochproblematisch. Aber ich verstehe Medien, wenn sie über Äußerungen dieser Tragweite berichten, so @c_lindner. #GipfeltreffenEuropa #chancennutzen #ep2019 #Europawahl2019 #Strache #ibizavideo #StracheVideo",fdp,2019-05-20 19:11:10,48,7,"GipfeltreffenEuropa, chancennutzen, ep2019, Europawahl2019, Strache, ibizavideo, StracheVideo",c_lindner,,1130551556011692034,tweet
"Es ist nach dem Brexit das zweite Mal, dass wir einen Scherbenhaufen sehen, den Rechtpopulisten angerichtet haben, so @christianlindner #GipfeltreffenEuropa #ChancenNutzen #EP2019 🚀🇪🇺",fdp,2019-05-20 19:04:18,46,10,"GipfeltreffenEuropa, ChancenNutzen, EP2019",,,1130549828986052608,tweet
"Der Vorgang ist über Österreich 🇦🇹 hinaus eine deutliche Mahnung, dass viele, die die Werte und Institutionen unserer Demokratie bekämpfen oder verächtlich machen, vor  allem ganz eigennützige Absichten verfolgen, so @LindaTeuteberg. #StracheVideo #Ibizagate #Strache #Strachegate https://t.co/nEuSq4ucRw",fdp,2019-05-20 12:11:01,146,20,"StracheVideo, Ibizagate, Strache, Strachegate",LindaTeuteberg,,1130445821022015488,tweet
"Wort halten, Soli abschaffen! Wenn der Solidarpakt 2019 endet, muss auch  der #Soli auslaufen. Seit 2011 übersteigen die Soli-Einnahmen die jährlichen Ausgaben aus dem Solidarpakt. Somit ist die Abschaffung eine  Frage der politischen Glaubwürdigkeit. #ChancenNutzen 🚀 #EP2019 https://t.co/FPfm6BCAi4",fdp,2019-05-20 09:42:06,197,39,"Soli, ChancenNutzen, EP2019",,,1130408346022961153,tweet
"Stabiler Euro bringt Wachstum und Wohlstand. Wir wollen 1️⃣Automatische Sanktionen nach Defizitverfahren 2️⃣Auszahlung von Mitteln an die Einhaltung des Fiskalpakts knüpfen 3️⃣ Einführung nicht finanzieller Sanktionen #ChancenNutzen #EP2019 #Europawahl2019
https://t.co/3Kgewg6n5X https://t.co/H4AIw46yai",fdp,2019-05-20 07:26:05,37,9,"ChancenNutzen, EP2019, Europawahl2019",,https://t.co/3Kgewg6n5X,1130374118216486912,tweet
"Europa 🇪🇺 muss auf Augenhöhe mit den USA &amp; China sprechen. 💪Die Hohe Vertreterin der EU für Außen- und Sicherheitspolitik muss gestärkt werden, damit sie zukünftig als EU-Außenministerin agieren kann. #ChancenNutzen 🚀 #EP2019 #Europawahl2019 
➡️ https://t.co/0WUUnbwep2 https://t.co/6P9Vn9W4Pq",fdp,2019-05-19 12:30:07,93,14,"ChancenNutzen, EP2019, Europawahl2019",,https://t.co/0WUUnbwep2,1130088241229697025,tweet
"SPD &amp; Grüne müssen ihr Verhältnis zum Eigentum klären. Die Bürger müssen sich darauf verlassen können, dass das, was sie sich erarbeitet haben, der Staat nicht einfach wegnimmt. Wenn wir Menschen helfen wollen, eine Wohnung zu finden, müssen wir das Angebot erhöhen #chancennutzen https://t.co/MKVhqX0oyX",fdp,2019-05-19 09:30:54,326,63,chancennutzen,,,1130043142286258177,tweet
"Wir wollen Europa 🇪🇺 besser machen. Die Menschen sollen in ihrem Alltag wieder erfahren, warum Europa ihre Zukunft ist. Dazu brauchen wir Mut zu Reformen &amp; neue Impulse.💪Unsere Ideen &amp; Lösungen für diese Reformen: https://t.co/TkaXrUrWaf #ChancenNutzen 🚀 #EP2019 #Europawahl2019 https://t.co/lTycfIAzyz",fdp,2019-05-19 07:52:04,47,8,"ChancenNutzen, EP2019, Europawahl2019",,https://t.co/TkaXrUrWaf,1130018266687131648,tweet
"Wir wollen, dass die Gewährung finanzieller Mittel an
1️⃣ Einhaltung der gemeinsamen Werte 2️⃣ Wahrung von Bürgerrechten 3️⃣ Existenz einer rechtsstaatlichen Ordnung mit unabhängiger Justiz geknüpft sein müssen.  #ChancenNutzen 🚀 #EP2019 #Europawahl2019 ➡️ https://t.co/2Mf61G6X0g https://t.co/yucUjN7T6K",fdp,2019-05-18 13:36:28,61,9,"ChancenNutzen, EP2019, Europawahl2019",,https://t.co/2Mf61G6X0g,1129742549437038595,tweet
"Die Menschen sollen sich auf die EU-Werte &amp; Rechte 🇪🇺 verlassen können, sei es bei der Verteidigung ihrer #Bürgerrechte, dem Schutz der #Außengrenze, der Steuerung der #Einwanderung o. dem Einsatz für #Menschenrechte
#ChancenNutzen #EP2019 #Europawahl2019 https://t.co/LeBgB4Y2bK https://t.co/OvpdaMjRSp",fdp,2019-05-18 11:21:05,39,7,"Bürgerrechte, Außengrenze, Einwanderung, Menschenrechte, ChancenNutzen, EP2019, Europawahl2019",,https://t.co/LeBgB4Y2bK,1129708479478996993,tweet
"#Europol: Verbrechen kennen keine Grenzen. Deswegen muss die europäische Polizeibehörde Europol zu einem europäischen Kriminalamt 💪ausgebaut werden. #EUFBI Europol rechtlich, finanziell und personell stärken.👍 #ChancenNutzen 🚀 #EP2019 #Europawahl2019 ➡️
https://t.co/VoRIYC1T0b https://t.co/yxrBNvaHM1",fdp,2019-05-18 08:10:37,62,12,"Europol, EUFBI, ChancenNutzen, EP2019, Europawahl2019",,https://t.co/VoRIYC1T0b,1129660547736199168,tweet
