tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"@Bitkom @CDU_CSU_EP @spdde @Die_Gruenen @dieLinke @fdp @Piratenpartei 1. Wir wollen den Wandel zur digitalen Gesellschaft zum Wohle der Bürger &amp; Unternehmen gestalten.
2. Europ. Ideen mit mehr europ. Kapital als bisher finanzieren &amp; in 🇪🇺 umsetzen.
3. Mit einen europ. Zukunftsfonds Start-ups fördern. Das sorgt für die Arbeitsplätze von morgen.",CDU,2019-05-15 15:58:26,1,1,,"Bitkom, CDU_CSU_EP, spdde, Die_Gruenen, dieLinke, fdp, Piratenpartei",,1128691115882950659,tweet
"@Bitkom @CDU_CSU_EP @spdde @Die_Gruenen @dieLinke @fdp @Piratenpartei Wir wollen:
1. ein europ. Mobilfunknetz 5G &amp; einheitliche IT-Datenstandards für Computer,
2. auf EU-Ebene ein Innovations-Board für die Überarbeitung d. #DSGVO,
3. Gründungskultur stärken &amp;  einheitliche europ. Start-up-Definition festsetzen; Hemmnisse für Start-ups beseitigen.",CDU,2019-05-15 15:55:36,4,0,DSGVO,"Bitkom, CDU_CSU_EP, spdde, Die_Gruenen, dieLinke, fdp, Piratenpartei",,1128690400569458688,tweet
"Die Union ist jetzt die letzte echte #Volkspartei in #Europa. Nur wir als Volkspartei sind in Gemeinden, Städten, Ländern, Bund und Europa gleichermaßen vertreten. 🇪🇺 https://t.co/RfUdXInw0R #26MaiCDU #unserEuropa https://t.co/PYNZ7KGgM6",CDU,2019-05-15 15:32:00,22,8,"Volkspartei, Europa, 26MaiCDU, unserEuropa",,https://t.co/RfUdXInw0R,1128684461627830272,tweet
"Wir wollen ein #Europa, das unsere Werte und unsere europäische Lebensart erfolgreich verteidigt. 🇪🇺 https://t.co/RfUdXInw0R #26MaiCDU #unserEuropa https://t.co/JusDyMvZ9D",CDU,2019-05-15 14:17:00,31,18,"Europa, 26MaiCDU, unserEuropa",,https://t.co/RfUdXInw0R,1128665589860323330,tweet
Ausbildung in Deutschland wird moderner und attraktiver. Damit sich  wieder mehr junge Menschen für praktische Berufe begeistern. Mehr  Details gibt es hier:  https://t.co/aw0WDONSmA,CDU,2019-05-15 14:03:35,16,5,,,https://t.co/aw0WDONSmA,1128662210501328897,tweet
"Handwerker sind gefragt wie nie. Die Berufsaussichten im Handwerk sind spitze. Auch bei Dienstleistern, Banken und Unternehmen sind die Chancen gut. Doch es fehlen Auszubildende. Für eine Trendwende bei der Ausbildung handelt Ministerin @AnjaKarliczek: (1/2)",CDU,2019-05-15 14:03:34,19,4,,AnjaKarliczek,,1128662209532506117,tweet
Today! Heute! Aujourd'hui! #unserEuropa #26MaiCDU https://t.co/YzsuaMtvWY,CDU,2019-05-15 12:33:56,5,3,"unserEuropa, 26MaiCDU",,https://t.co/YzsuaMtvWY,1128639652418789377,tweet
Heute Abend ab 21 Uhr auf @phoenix_de mit @ManfredWeber! #unserEuropa 🇪🇺#26MaiCDU 🗳️ #Europawahl2019 https://t.co/xQvQz3gEVU,CDU,2019-05-15 12:32:39,14,6,"unserEuropa, 26MaiCDU, Europawahl2019","phoenix_de, ManfredWeber",https://t.co/xQvQz3gEVU,1128639328551415808,tweet
"Wir wollen ein #Europa, das zum Schutz vor organisierter Kriminalität und Terrorismus eng zusammenarbeitet. 🇪🇺 https://t.co/RfUdXInw0R #26MaiCDU #unserEuropa Mehr zum Europäischen FBI: https://t.co/Sr9UuZw715 https://t.co/am9vUzM4pb",CDU,2019-05-15 11:30:00,32,13,"Europa, 26MaiCDU, unserEuropa",,"https://t.co/RfUdXInw0R, https://t.co/Sr9UuZw715",1128623561592135681,tweet
Mehr zum Koalitionsausschuss: https://t.co/Z3pknKRGUr,CDU,2019-05-15 10:24:05,2,2,,,https://t.co/Z3pknKRGUr,1128606971349872640,tweet
"#UnserEuropa sorgt für Sicherheit . Wir wollen unsere zivilen &amp; mil. Kräfte bündeln, kombinieren Diplomatie, Verteidigung, Entwicklungszusammenarbeit, um Frieden zu schaffen und zu erhalten. Mit unseren Partnern arbeiten wir an regelbasierter Weltordnung. #unserEuropa #26MaiCDU https://t.co/bb6e7cVCcA",CDU,2019-05-15 09:00:00,62,21,"UnserEuropa, unserEuropa, 26MaiCDU",,,1128585814697435136,tweet
#unserEuropa macht aus Technologie von Morgen Gemeinwohl für Alle. #26MaiCDU https://t.co/7U5QMUn3F6 https://t.co/PzKVdKKpbH,CDU,2019-05-15 08:04:22,12,7,"unserEuropa, 26MaiCDU",,https://t.co/7U5QMUn3F6,1128571811497684994,tweet
"Wir wollen ein #Europa, das mit gemeinsamer Forschung Krankheiten wie Krebs und Alzheimer besiegt. 🇪🇺 https://t.co/RfUdXI5V9j #26MaiCDU #unserEuropa Mehr zum Masterplan gegen Krebs von @ManfredWeber: https://t.co/gJGpb0mPOr https://t.co/rAfGOE6I7n",CDU,2019-05-15 07:03:00,26,17,"Europa, 26MaiCDU, unserEuropa",ManfredWeber,"https://t.co/RfUdXI5V9j, https://t.co/gJGpb0mPOr",1128556368036859907,tweet
#TagderFamilie https://t.co/pH7W1pxR2i,CDU,2019-05-15 06:32:30,8,6,TagderFamilie,,https://t.co/pH7W1pxR2i,1128548694478008320,tweet
"Mit @ManfredWeber gibt es die Chance, dass ein geerdeter und bürgernaher Kandidat aus der Mitte des Europäischen Parlaments zum Präsidenten der Europäischen Kommission wird. #unserEuropa #26MaiCDU Mehr: https://t.co/RfUdXI5V9j https://t.co/xD7Iw81Ebx",CDU,2019-05-15 06:00:00,118,38,"unserEuropa, 26MaiCDU",ManfredWeber,https://t.co/RfUdXI5V9j,1128540513135661056,tweet
"Wir wollen ein #Europa, das mit Technologien und Innovationen eine starke Wirtschaft mit guten Jobs schafft und gleichzeitig das Klima schützt. 🇪🇺 https://t.co/RfUdXInw0R #26MaiCDU #unserEuropa https://t.co/IPY5WlNmsl",CDU,2019-05-15 05:27:00,31,10,"Europa, 26MaiCDU, unserEuropa",,https://t.co/RfUdXInw0R,1128532208258469888,tweet
Die Ergebnisse der Koalitionsrunde am 14. Mai 2019 👉 https://t.co/Z3pknKRGUr @CSU @cducsubt @csu_bt @spdde @spdbt,CDU,2019-05-14 21:39:39,8,10,,"CSU, cducsubt, csu_bt, spdde, spdbt",https://t.co/Z3pknKRGUr,1128414597344636928,tweet
"Die #CDU trauert um den langjährigen Vorsitzenden der @CDUBremen, Jörg Kastendiek. Wir alle haben gehofft, dass Jörg Kastendiek den Kampf gegen den Krebs gewinnt und wieder vollständig genesen wird. https://t.co/OQzTsGArb9",CDU,2019-05-14 17:44:35,30,14,CDU,CDUBremen,,1128355440033767426,tweet
"#UnserEuropa muss sich dringend um die großen Fragen der Zukunft kümmern: um Wohlstand, Sicherheit und Frieden.  🇪🇺 https://t.co/RfUdXInw0R #26MaiCDU https://t.co/RSkTSc7HQ9",CDU,2019-05-14 17:26:00,40,13,"UnserEuropa, 26MaiCDU",,https://t.co/RfUdXInw0R,1128350762734514176,tweet
Für Deutschlands Zukunft in Europa 🇪🇺 #unserEuropa 🗳 #26MaiCDU 📲 https://t.co/MNhrGab28H https://t.co/h3RJWOvlRv,CDU,2019-05-14 16:13:00,42,19,"unserEuropa, 26MaiCDU",,https://t.co/MNhrGab28H,1128332393197199360,tweet
"#UnserEuropa, unser großes Projekt des Friedens, der Freiheit und des wirtschaftlichen Erfolgs wurde und wird von Konrad Adenauer, Helmut Kohl und von Angela Merkel maßgeblich mitgestaltet. Heute kommt es wieder auf uns an – auf die #CDU. 🇪🇺 https://t.co/RfUdXI5V9j #26MaiCDU https://t.co/otTOVT3rAu",CDU,2019-05-14 15:10:00,33,16,"UnserEuropa, CDU, 26MaiCDU",,https://t.co/RfUdXI5V9j,1128316537885077505,tweet
".@akk zu #unserEuropa: Sichere Außengrenzen, offene Grenzen innen; starke Wirtschaft, gemeinsame Forschung zu Innovation; gemeinsame Werte... wir verteidigen die Mitte gegen ganz Rechts und ganz Links. https://t.co/4AxyyvHcFJ",CDU,2019-05-14 12:48:54,9,7,unserEuropa,akk,,1128281030442586118,tweet
"Vor der heutigen @cducsubt-Sitzung betont @akk: Es gibt ein gemeinsames Anliegen von @CDU und @CSU — die #Europawahl gemeinsam zu gestalten und zu einem erfolgreichen Ergebnis zu bringen, damit @ManfredWeber Kommissionspräsident wird. #26MaiCDU https://t.co/URYkX1ID8Z",CDU,2019-05-14 12:46:00,14,7,"Europawahl, 26MaiCDU","cducsubt, akk, CDU, CSU, ManfredWeber",,1128280298372968448,tweet
"LIVE aus dem Reichstag: @akk mit dem @CSU-Vorsitzenden @Markus_Soeder, dem @cducsubt-Vorsitzenden @rbrinkhaus und @csu_bt-Chef Alexander Dobrindt. #26MaiCDU  https://t.co/R6G7ao7zEa",CDU,2019-05-14 12:42:17,37,16,26MaiCDU,"akk, CSU, Markus_Soeder, cducsubt, rbrinkhaus, csu_bt",https://t.co/R6G7ao7zEa,1128279365492641792,tweet
Gleich hier LIVE aus dem Reichstag: @akk @Markus_Soeder @rbrinkhaus und Alexander Dobrindt! cc @cducsubt @csu_bt #26MaiCDU 🗳 https://t.co/JWK6Tht5QU,CDU,2019-05-14 12:40:21,4,7,26MaiCDU,"akk, Markus_Soeder, rbrinkhaus, cducsubt, csu_bt",,1128278877099503616,tweet
"Keine zwei Wochen mehr bis zur #Europawahl2019, der #hbwahl in #Bremen und den Kommunalwahlen. Bei Wind und Wetter gehen unsere Unterstützer von #TzT – auch @akk. Sie alle haben eine Botschaft: ▶️#26MaiCDU 🇪🇺 #UnserEuropa @connectcdu 🖥️https://t.co/YEiPcFfOPP",CDU,2019-05-14 06:53:20,25,9,"Europawahl2019, hbwahl, Bremen, TzT, 26MaiCDU, UnserEuropa","akk, connectcdu",https://t.co/YEiPcFfOPP,1128191546619322368,tweet
"Guten Morgen, #unserEuropa! https://t.co/80296UU1KB",CDU,2019-05-14 04:16:39,29,8,unserEuropa,,https://t.co/80296UU1KB,1128152117410193408,tweet
Es kommt auf uns an! https://t.co/RfUdXI5V9j #unserEuropa #26MaiCDU,CDU,2019-05-13 18:37:50,13,5,"unserEuropa, 26MaiCDU",,https://t.co/RfUdXI5V9j,1128006453996945409,tweet
".@akk fordert in der @StZ_NEWS von der Koalition neue Schwerpunkte, die die deutsche #Wirtschaft stärker unterstützen:
 
„Wir stellen fest, dass wir in manchen Bereichen der Wirtschaft nicht dynamisch genug sind. Da müssen wir Impulse setzen.“
-&gt;&gt; https://t.co/AGk03xJQi3 https://t.co/NfZJtMPqRE",CDU,2019-05-13 18:19:08,26,8,Wirtschaft,"akk, StZ_NEWS",https://t.co/AGk03xJQi3,1128001747170091008,tweet
Zum Nachgucken die Pressekonferenz mit @akk heute Mittag: https://t.co/hEC7ZYXWaj Beschluss im #CDU-Buvo: Kriminalität in Europa vernetzt bekämpfen! --&gt; Mehr Sicherheit in Europa bedeutet auch mehr Sicherheit für Deutschland: https://t.co/Sr9UuZew9x #unserEuropa,CDU,2019-05-13 18:08:38,13,7,"CDU, unserEuropa",akk,"https://t.co/hEC7ZYXWaj, https://t.co/Sr9UuZew9x",1127999106306199554,tweet
Terror und Kriminalität machen nicht an unseren Grenzen halt. Deshalb wollen wir Kriminalität in Europa vernetzt bekämpfen. Denn: #UnserEuropa gibt Sicherheit. Lesen Sie hier den gesamten Beschluss des CDU-Bundesvorstands. #26MaiCDU https://t.co/Sr9UuZew9x https://t.co/Fp1YrfLvIy,CDU,2019-05-13 15:57:57,37,16,"UnserEuropa, 26MaiCDU",,https://t.co/Sr9UuZew9x,1127966216671375360,tweet
Es kommt auf uns an! --&gt; https://t.co/RfUdXI5V9j https://t.co/dGn8eAErj7,CDU,2019-05-13 12:10:48,17,10,,,"https://t.co/RfUdXI5V9j, https://t.co/dGn8eAErj7",1127909051822739456,tweet
Der Beschluss des #CDU-Bundesvorstands zur besseren Vernetzung im Kampf gegen Kriminialität und Terrorismus --&gt; https://t.co/Sr9UuZew9x https://t.co/vb24RorlWk,CDU,2019-05-13 12:10:17,14,9,CDU,,"https://t.co/Sr9UuZew9x, https://t.co/vb24RorlWk",1127908923141439488,tweet
#SozialeMarktwirtschaft https://t.co/JgTQe5sSfh,CDU,2019-05-13 11:51:42,15,5,SozialeMarktwirtschaft,,https://t.co/JgTQe5sSfh,1127904246156922880,tweet
".@akk: @ManfredWeber ist auch der Europäische Spitzenkandidat der #EVP. Mit Manfred Weber gibt es die Chance, dass ein geerdeter und bürgernaher Kandidat aus der Mitte des Europäischen Parlaments zum Präsidenten der Europäischen Kommission wird. #UnserEuropa",CDU,2019-05-13 11:47:16,75,22,"EVP, UnserEuropa","akk, ManfredWeber",,1127903129960423424,tweet
".@akk: Unsere Union, die Gemeinschaft aus #CDU und @CSU steht in diesem Wahlkampf geschlossen. Mit @ManfredWeber haben wir zum ersten Mal einen gemeinsamen Spitzenkandidaten von #CDU und #CSU #unserEuropa",CDU,2019-05-13 11:46:26,27,11,"CDU, CDU, CSU, unserEuropa","akk, CSU, ManfredWeber",,1127902921125978112,tweet
.@akk: Mehr Sicherheit in und durch Europa bedeutet auch mehr Sicherheit für Deutschland. #unserEuropa,CDU,2019-05-13 11:43:39,15,9,unserEuropa,akk,,1127902221738364929,tweet
".@akk: Wir wollen, dass Austausch- und Partnerschaftsprogramme der europäischen Sicherheitsorgane ausgebaut werden und aus der Europäischen Polizeibehörde Europol ein Europäisches FBI wird.",CDU,2019-05-13 11:43:17,14,6,,akk,,1127902128872275968,tweet
".@akk: Wir wollen, dass so schnell wie möglich ein europäisches Ein- und Ausreiseregister umgesetzt wird, damit Kriminelle und Terroristen nicht mehr unerkannt nach und durch Europa reisen können.",CDU,2019-05-13 11:42:56,41,18,,akk,,1127902042356424704,tweet
".@akk: Wir wollen, dass die Daten über potenzielle Gefahren und Gefährder künftig von den Sicherheitsbehörden der EU-Mitgliedstaaten intensiv ausgetauscht und automatisiert abgerufen werden könne",CDU,2019-05-13 11:42:32,15,8,,akk,,1127901940766117888,tweet
".@akk: Kriminelle und Terroristen machen nicht an unseren Grenzen halt. Deshalb müssen sich unsere Sicherheitsbehörden europäisch und international bestmöglich vernetzen, um grenzübergreifend handeln zu können.",CDU,2019-05-13 11:42:07,47,11,,akk,,1127901833270366209,tweet
".@akk: Wir sind die Partei, die in allen Bundesländern die meisten Kandidaten für Ämter aufstellt. Das ist unser Anspruch von einer #Volkspartei.",CDU,2019-05-13 11:41:09,21,9,Volkspartei,akk,,1127901591556763648,tweet
".@akk: Ich bin im Moment sehr viel im Wahlkampf unterwegs. Festzustellen ist, dass die Partei, egal ob bei der Kommunal- o. Europawahl extrem motiviert ist.",CDU,2019-05-13 11:40:17,26,8,,akk,,1127901374006616069,tweet
".@akk: Der Bundesgeschäftsführer und ich haben heute die Gremien darüber informiert, dass Dr. Klaus Schüler um Auflösung seines Vertrags zum 30.06.2019 gebeten hat.",CDU,2019-05-13 11:33:07,6,4,,akk,,1127899570158166016,tweet
LIVE: Die Vorsitzende @AKK berichtet aus den Gremiensitzungen der #CDU. https://t.co/cDfSgmyMO6,CDU,2019-05-13 11:30:57,14,9,CDU,akk,https://t.co/cDfSgmyMO6,1127899024558841856,tweet
#CDUvorOrt 💪 https://t.co/4NOkih9jcr,CDU,2019-05-12 15:35:24,31,3,CDUvorOrt,,https://t.co/4NOkih9jcr,1127598154671636485,tweet
Danke an alle Mütter. #Muttertag #MothersDay https://t.co/N0Ukg2pMnW,CDU,2019-05-12 08:11:46,69,26,"Muttertag, MothersDay",,,1127486511975489537,tweet
#26MaiCDU 🗳 https://t.co/MzEo3h2eHq,CDU,2019-05-12 07:10:52,34,5,26MaiCDU,,https://t.co/MzEo3h2eHq,1127471183342067717,tweet
👋🏻 https://t.co/bK1DrH260V,CDU,2019-05-11 19:21:50,15,5,,,https://t.co/bK1DrH260V,1127292752180514817,tweet
"Auch in #Quierschied kandidieren motivierte CDUler für die Gremien vor Ort. @akk weiß, dass Kommunalpolitik ein hartes Brot ist. Die Bürger geben unmittelbar Rückmeldungen. Vielen Dank an alle, die für ihre Heimat Verantwortung übernehmen. #CDUvorOrt #26MaiCDU https://t.co/AVodngf6iV",CDU,2019-05-11 18:06:46,42,16,"Quierschied, CDUvorOrt, 26MaiCDU",akk,,1127273857973465088,tweet
".@akk in Schiffweiler: ""Jeder Bürgermeister hat ein Adressbuch der lokalen Abgeordneten. Wer die Nummer des örtlichen Europaabgeordneten hat, hat das große Los gezogen."" Wir treten mit Landeslisten zur #Europawahl2019 an. Für die @cdu_saar geht @rolandtheis ins Rennen. #26MaiCDU https://t.co/KUyAnQxuJB",CDU,2019-05-11 17:11:53,30,7,"Europawahl2019, 26MaiCDU","akk, cdu_saar, rolandtheis",,1127260049137709056,tweet
"Gestern waren wir in #Ulm. Danke an alle, die auch bei Wind und Wetter gemeinsam mit @akk und @ManfredWeber für #UnserEuropa für Sicherheit, Frieden und Wohlstand sowie für starke Kommunen kämpfen. #26MaiCDU https://t.co/odjIOqABUz",CDU,2019-05-11 15:55:33,86,21,"Ulm, UnserEuropa, 26MaiCDU","akk, ManfredWeber",,1127240839623737345,tweet
Wie hier in #SanktWendel setzen sich deutschlandweit unsere Mitglieder für ihre Kommunen ein. @akk ist ein Teil von ihnen. Fast 20 Jahre saß sie im Stadtrat ihrer Heimatstadt. Unsere kommunalen Mandatsträger sind die Herzkammer der CDU. #26MaiCDU #CDUvorOrt https://t.co/9434vlhxIR,CDU,2019-05-11 15:26:23,31,9,"SanktWendel, 26MaiCDU, CDUvorOrt",akk,,1127233495984746497,tweet
☀️ und 🐶 beim Wahlkampf in #Hamburg! #CDUvorOrt 🗳 #26MaiCDU https://t.co/KNh8lsORmG,CDU,2019-05-11 15:13:38,25,6,"Hamburg, CDUvorOrt, 26MaiCDU",,https://t.co/KNh8lsORmG,1127230289770680321,tweet
#unserEuropa 🇪🇺 #26MaiCDU 🗳 https://t.co/BMTW8tv9y9,CDU,2019-05-11 14:44:33,18,5,"unserEuropa, 26MaiCDU",,https://t.co/BMTW8tv9y9,1127222968457793539,tweet
"Im Saarland ist am 26.5. nicht nur #Europawahl2019, sondern auch #Kommunalwahl. Hier vor Ort in #Gronig und anderswo in Deutschland gilt: #26MaiCDU https://t.co/1TzqgiSMdJ",CDU,2019-05-11 14:37:47,27,8,"Europawahl2019, Kommunalwahl, Gronig, 26MaiCDU",,,1127221265679384585,tweet
"#unserEuropa 🇪🇺 Die #CDUvorOrt in #Berlin, bei Wind und Wetter im ganzen Land! #26MaiCDU 🗳 https://t.co/tNjKNvn3Gm",CDU,2019-05-11 12:52:43,23,3,"unserEuropa, CDUvorOrt, Berlin, 26MaiCDU",,https://t.co/tNjKNvn3Gm,1127194825470763008,tweet
"Viel Andrang, als @akk im saarländischen Freisen-Oberkirchen das Bürgerfest besucht: Vollgas geben bis zur #Europawahl2019 und am #26MaiCDU wählen! 🗳 https://t.co/ilzfLYcfMX",CDU,2019-05-11 12:44:44,36,13,"Europawahl2019, 26MaiCDU",akk,,1127192816222916609,tweet
Die @cdu_frankfurt ist im Westend bei Wind und Wetter im Einsatz für #UnserEuropa. #26MaiCDU #CDUvorOrt @BorisBinkowska https://t.co/PZvmmCeUU7,CDU,2019-05-11 11:32:53,27,7,"UnserEuropa, 26MaiCDU, CDUvorOrt","cdu_frankfurt, borisbinkowska",,1127174734901403649,tweet
#CDUvorOrt ☀️🌦🌧 https://t.co/sEKt0YhCca,CDU,2019-05-11 10:58:32,26,5,CDUvorOrt,,https://t.co/sEKt0YhCca,1127166092483465216,tweet
#CDUvorOrt #26MaiCDU 🗳 https://t.co/aXTDU7C0Tg,CDU,2019-05-11 06:23:14,20,5,"CDUvorOrt, 26MaiCDU",,https://t.co/aXTDU7C0Tg,1127096809824890881,tweet
#CDUvorOrt #26MaiCDU 🗳 https://t.co/vlqyq5bvUs,CDU,2019-05-11 06:05:57,10,4,"CDUvorOrt, 26MaiCDU",,https://t.co/vlqyq5bvUs,1127092459505422337,tweet
#CDUplakate #CDUvorOrt https://t.co/HLxylz2QQx,CDU,2019-05-10 22:02:50,16,5,"CDUplakate, CDUvorOrt",,https://t.co/HLxylz2QQx,1126970879991324672,tweet
.@akk in Ulm: #Wirtschaft stärken und #Umwelt schützen. Das gehört für uns zusammen. #26MaiCDU https://t.co/TTXWp9OaYc,CDU,2019-05-10 18:32:02,56,16,"Wirtschaft, Umwelt, 26MaiCDU",akk,,1126917830585327616,tweet
"Aber wir alleine werden die Welt nicht retten können. Deshalb müssen wir auch die USA, China &amp; Russland überzeugen bei unserem Umweltschutz mitzumachen! (2/2)",CDU,2019-05-10 17:42:39,48,15,,,,1126905403789455361,tweet
.@ManfredWeber in Ulm: Wir in Europa sollten den Mut haben unsere Vorstellungen von Umweltschutz in die ganze Welt hinauszutragen. Wir sind Vorreiter im Kampf gegen den Klimawandel. (1/2) https://t.co/6aw5lfbvID,CDU,2019-05-10 17:42:38,61,21,,ManfredWeber,,1126905398961815552,tweet
.@akk: Europa - so unvollkommen wie es ist - dafür haben unsere Eltern und Großeltern gekämpft. Sie hatten den Mut den Hass zu durchbrechen und für ein friedliches Europa zu kämpfen! Es ist unsere Pflicht dieses Europa stärker zu machen! 🇪🇺 #26MaiCDU https://t.co/XqLmwvah3m,CDU,2019-05-10 17:16:16,45,15,26MaiCDU,akk,,1126898761748426752,tweet
"#Bundeswehr muss wettbewerbsfähig, modern und attraktiv sein. @akk in Ulm. https://t.co/f4KVoxK9CJ",CDU,2019-05-10 17:08:58,138,27,Bundeswehr,akk,,1126896925427499008,tweet
".@akk in Ulm: #Sicherheit nach innen kann es nur geben, wenn die Sicherheitsbehörden international zusammenarbeiten. Bürgerinnen und Bürger haben das Recht auf Sicherheit in Deutschland und in #Europa! @ManfredWeber 🗳🇪🇺 https://t.co/xLYEyhAAAl",CDU,2019-05-10 16:59:49,31,16,"Sicherheit, Europa","akk, ManfredWeber",,1126894623518011399,tweet
#unserEuropa 🇪🇺 https://t.co/v1mxp3gqY6,CDU,2019-05-10 16:53:32,13,3,unserEuropa,,https://t.co/v1mxp3gqY6,1126893040084430850,tweet
#CDUvorOrt 💪 https://t.co/RU7EM2ZSp5,CDU,2019-05-10 16:53:07,8,3,CDUvorOrt,,https://t.co/RU7EM2ZSp5,1126892937474990086,tweet
"Gemeinsam gehen wir in den Endspurt an, es macht einen Unterschied wer in Europa die Mehrheit stellt, deshalb kämpfen die Mitarbeiter rund um die Uhr &amp; bis zur letzten Minute! 
Es geht um #unserEuropa 💪
#26MaiCDU 🇪🇺",CDU,2019-05-10 15:02:05,30,7,"unserEuropa, 26MaiCDU",,,1126864994493181954,tweet
"Zwei Wochen vor der #Europawahl startet das Konrad-Adenauer-Haus in die heiße Wahlkampfphase. Im neu gegründeten Ortsverband #Europa sammeln wir Ideen und Aktionen für den Wahlkampfendspurt.
#26MaiCDU #unserEuropa https://t.co/Ye1p8OQ5CJ",CDU,2019-05-10 15:00:32,53,19,"Europawahl, Europa, 26MaiCDU, unserEuropa",,,1126864605282807808,tweet
"Wir kämpfen für #unserEuropa bei Wind und Wetter. 🇪🇺
@akk ist heute Abend in #Ulm mit @ManfredWeber &amp; im #Saarland am Wochenende für Europas Zukunft unterwegs.
Wir kämpfen gemeinsam, damit unsere Heimat eine starke Stimme in Europa hat! 
#unserEuropa #26MaiCDU https://t.co/2Zgb0EodNe",CDU,2019-05-10 14:45:15,52,21,"unserEuropa, Ulm, Saarland, unserEuropa, 26MaiCDU","akk, ManfredWeber",,1126860757193375745,tweet
.@akk bei der @CDU_BW in Villingen-Schwenningen: #26MaiCDU https://t.co/R6poCFD6SR,CDU,2019-05-10 13:58:03,29,9,26MaiCDU,"akk, CDU_BW",,1126848878798680064,tweet
"Es geht um eine entscheide Frage: Wollen wir als starke Region einen Beitrag für unser Europa, für Sicherheit, Frieden und Wohlstand leisten. (2/2)",CDU,2019-05-10 13:37:43,20,5,,,,1126843764809576450,tweet
.@akk in Villingen-Schwenningen: Es ist ein Privileg &amp; eine Pflicht zu wählen. Sie wählen am 26. Mai auf unterschiedlichen Ebenen. Wir wollen für gute Politik vor Ort &amp; in Europa gewählt werden! (1/2) https://t.co/CcSn0WRpR4,CDU,2019-05-10 13:37:42,30,7,,akk,,1126843760401424384,tweet
